"State","Avg","Std"
"'0110'",0.381069167169369,0.00520279456195586
"'1001'",0.379263011621134,0.00625862914220736
"'1110'",0.0432705068553094,0.00123499155603984
"'0111'",0.0421275604782946,0.00132347368739373
"'1010'",0.0386066592727864,0.00225719653676277
"'0101'",0.0370869949684339,0.0027980148045721
"'1101'",0.0233413978667306,0.000931523284375433
"'1011'",0.0220569137095683,0.00181673989431384
"'0001'",0.00921326059338926,0.00114071357424442
"'1000'",0.00905124793079892,0.000746222873728595
"'1111'",0.00794446436135458,0.000566747452520392
"'0011'",0.0022920480364732,0.000332864231814676
"'1100'",0.00211652616360544,0.000554453316035121
"'0100'",0.00134975364663153,0.000275093661902381
"'0010'",0.00117728679491245,0.000332381290813688
"'0000'",3.32005312084993e-05,5.7505006891397e-05
