"State","Avg","Std"
"'1001'",0.351286557227151,0
"'0110'",0.329511165402255,0
"'0101'",0.0747167573900247,0
"'1010'",0.0716208525614466,0
"'0010'",0.0391489148914891,0
"'0100'",0.0385461165164135,0
"'1101'",0.0286485791436286,0
"'1011'",0.0281022149834031,0
"'0111'",0.0103702036870354,0
"'1110'",0.010024454826435,0
"'1100'",0.00711654498783212,0
"'0011'",0.00649243495778149,0
"'0001'",0.00152479533667652,0
"'1000'",0.00143311950242643,0
"'1111'",0.00140966477600141,0
"'0000'",4.76238100000476e-05,0
