"State","Avg","Std"
"'1010'",0.388524065792932,0.00490165088650608
"'0101'",0.379532203159125,0.0042315299796635
"'0110'",0.0565582061192352,0.00277599719038683
"'0111'",0.0476290209025873,0.00258333955508236
"'1110'",0.0465693110106705,0.00326221614240809
"'1101'",0.020370870099019,0.00106149002839572
"'1011'",0.0202679705452775,0.00187908334925609
"'1111'",0.0165080808180706,0.0011771274157163
"'1001'",0.0147218946024532,0.00129167686504238
"'1000'",0.00288927983068493,0.000402627966283885
"'0001'",0.00275624265362041,0.000514842294552233
"'0100'",0.00138869143159397,0.000265379445564309
"'0010'",0.00111154428414947,0.000424550875220057
"'1100'",0.000467044196628786,0.000306404006738491
"'0000'",0.000377839883979646,0.000127131756470741
"'0011'",0.000327734669972287,8.79897772967161e-05
