"State","Avg","Std"
"'0101'",0.342371459368159,0
"'1010'",0.33648737889662,0
"'0110'",0.1171544932271,0
"'1110'",0.0385980264693136,0
"'0111'",0.0381458383933631,0
"'1000'",0.0286079004725869,0
"'0001'",0.0278151227821195,0
"'1001'",0.0269268990391103,0
"'0000'",0.0132362045728382,0
"'1011'",0.00839730798476673,0
"'1101'",0.00793222179360793,0
"'1111'",0.00781459098290781,0
"'0010'",0.00286862019535287,0
"'0100'",0.0027046752294277,0
"'0011'",0.000522552255225523,0
"'1100'",0.000416708337500417,0
