"State","Avg","Std"
"'1001'",0.276233654367274,0.00837550487647808
"'0101'",0.199482338192785,0.00552109614906559
"'1010'",0.197474468030204,0.0071015513872774
"'0110'",0.121126147423134,0.00431381898263733
"'0001'",0.030714069806189,0.00170424687611159
"'1000'",0.0288121906565685,0.00110534768504867
"'0100'",0.0245464213335813,0.00121941962295982
"'0010'",0.0244854467066194,0.00124683807324092
"'1011'",0.0242701827867521,0.00125896458597406
"'1101'",0.0240756683088584,0.00111595550670334
"'0111'",0.0189528067407927,0.00118192279474149
"'1110'",0.0180890546198145,0.00130726911782916
"'1111'",0.00338063318287115,0.000477204989217815
"'0000'",0.00323932841472807,0.000446060966800707
"'1100'",0.00283255657711506,0.000434785323453788
"'0011'",0.00228503285271328,0.000388977743300973
