"Phase","C1_Avg","C1_Std","C10_Avg","C10_Std","C11_Avg","C11_Std","C12_Avg","C12_Std","C2_Avg","C2_Std","C3_Avg","C3_Std","C4_Avg","C4_Std","C5_Avg","C5_Std","C6_Avg","C6_Std","C7_Avg","C7_Std","C8_Avg","C8_Std","C9_Avg","C9_Std","D1_Avg","D1_Std","D10_Avg","D10_Std","D11_Avg","D11_Std","D12_Avg","D12_Std","D2_Avg","D2_Std","D3_Avg","D3_Std","D4_Avg","D4_Std","D5_Avg","D5_Std","D6_Avg","D6_Std","D7_Avg","D7_Std","D8_Avg","D8_Std","D9_Avg","D9_Std"
"'1111 1010 1010 1001 0111 0110 0110 0110 0110'",0,0,0,0,3.1287153494775e-05,5.41909394771565e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"'1111 1110 1101 1011 1010 1001 0111 0110 0101'",0,0,0,0,6.46238204948084e-05,5.60502432566304e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"'1111 1111 1001 0111 0111 0111 0111 0111 0111'",0,0,0,0,6.46238204948084e-05,5.60502432566304e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"'0110 0110 0110 0110 0110 0110 0101 0100 0010'",0,0,0,0,0,0,0.0001000100010001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"'0110 0110 0110 0110 0110 0110 0110 0110 0101'",0,0,0,0,0,0,0.0001000100010001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"'0111 0111 0111 0110 0110 0110 0110 0110 0110'",0,0,0,0,0,0,0.0001000100010001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"'1001 0010 0010 0010 0010 0010 0010 0010 0010'",0,0,0,0,0,0,0.0001000100010001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"'1001 0101 0010 0010 0010 0010 0010 0010 0010'",0,0,0,0,0,0,0.0001000100010001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"'1001 0101 0101 0101 0101 0100 0100 0100 0100'",0,0,0,0,0,0,0.0001000100010001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"'1001 0111 0110 0110 0110 0110 0110 0110 0110'",0,0,0,0,0,0,0.0001000100010001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"'1010 1001 0100 0010 0010 0010 0010 0010 0010'",0,0,0,0,0,0,0.0001000100010001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"'1010 1001 0101 0101 0101 0101 0101 0101 0100'",0,0,0,0,0,0,0.0001000100010001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"'1010 1001 0110 0110 0110 0110 0110 0110 0110'",0,0,0,0,0,0,0.0002000200020002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"'1010 1010 1000 0110 0101 0010 0010 0010 0000'",0,0,0,0,0,0,0.0001000100010001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"'1010 1010 1001 0010 0010 0010 0010 0010 0010'",0,0,0,0,0,0,0.0001000100010001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"'1010 1010 1010 1001 0100 0010 0010 0010 0010'",0,0,0,0,0,0,0.0001000100010001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"'1010 1010 1010 1001 0101 0010 0010 0010 0010'",0,0,0,0,0,0,0.0001000100010001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"'1010 1010 1010 1010 1001 0010 0010 0010 0010'",0,0,0,0,0,0,0.0001000100010001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"'1011 1001 0010 0010 0010 0010 0010 0010 0010'",0,0,0,0,0,0,0.0001000100010001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"'1011 1010 0111 0111 0110 0110 0110 0110 0110'",0,0,0,0,0,0,0.0001000100010001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"'1011 1010 1010 1010 1010 1010 1010 0010 0010'",0,0,0,0,0,0,0.0001000100010001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"'1011 1011 1010 1010 1010 1010 1010 1010 1001'",0,0,0,0,0,0,0.0001000100010001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"'1011 1011 1011 1010 1001 0011 0010 0010 0010'",0,0,0,0,0,0,0.0001000100010001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"'1011 1011 1011 1011 1011 1011 1001 0011 0011'",0,0,0,0,0,0,0.0001000100010001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"'1100 1001 0110 0110 0110 0110 0110 0110 0100'",0,0,0,0,0,0,0.0001000100010001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"'1101 0101 0101 0101 0101 0101 0101 0101 0101'",0,0,0,0,0,0,0.0001000100010001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"'1101 1010 0010 0010 0010 0010 0010 0010 0010'",0,0,0,0,0,0,0.0001000100010001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"'1101 1010 1010 1010 1010 1010 1010 0010 0010'",0,0,0,0,0,0,0.0001000100010001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"'1101 1011 1010 1010 1010 1010 1010 1001 0110'",0,0,0,0,0,0,0.0001000100010001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"'1101 1101 1101 1101 1101 1101 1101 1101 1101'",0,0,0,0,0,0,0.0001000100010001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"'1110 1001 0110 0110 0110 0110 0110 0110 0101'",0,0,0,0,0,0,0.0001000100010001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"'1110 1001 0110 0110 0110 0110 0110 0110 0110'",0,0,0,0,0,0,0.0001000100010001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"'1110 1101 1011 1001 0110 0110 0110 0110 0110'",0,0,0,0,0,0,0.0001000100010001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"'1110 1110 1110 1001 0111 0110 0110 0110 0110'",0,0,0,0,0,0,0.0001000100010001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"'1110 1110 1110 1110 1110 0110 0110 0110 0110'",0,0,0,0,0,0,0.0001000100010001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"'1110 1110 1110 1110 1110 1110 1110 1100 1001'",0,0,0,0,0,0,0.0001000100010001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"'1111 1111 1101 1101 1101 1101 0111 0111 0101'",0,0,0,0,0,0,0.0001000100010001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"'1111 1111 1111 1101 1101 1101 1011 0111 0101'",0,0,0,0,0,0,0.0001000100010001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"'0111 0110 0110 0110 0110 0110 0110 0110 0110'",0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.16315556399064e-05,5.47874614907597e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"'0111 0111 0111 0111 0111 0111 0111 0111 0111'",0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.16315556399064e-05,5.47874614907597e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"'1001 1000 0101 0101 0101 0101 0101 0101 0101'",0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.16315556399064e-05,5.47874614907597e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"'1010 1010 1010 0110 0110 0110 0110 0110 0010'",0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.16315556399064e-05,5.47874614907597e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"'1010 1010 1010 1010 1010 1010 1010 1010 0101'",0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.16315556399064e-05,5.47874614907597e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"'1101 0111 0111 0111 0111 0111 0111 0111 0111'",0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.16315556399064e-05,5.47874614907597e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"'1101 1101 1101 1101 1101 0110 0101 0101 0101'",0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.16315556399064e-05,5.47874614907597e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"'1110 1110 1110 1110 0110 0110 0110 0110 0110'",0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.16315556399064e-05,5.47874614907597e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"'1111 1111 1111 1111 1111 1111 1111 1111 1111'",0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.16315556399064e-05,5.47874614907597e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"'1110 1100 1001 0110 0110 0100 0100 0011 0001'",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0001000100010001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"'1111 1110 1101 1100 1001 0111 0110 0101 0100'",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0001000100010001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"'1111 1110 1110 1101 1001 0111 0110 0110 0101'",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0001000100010001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"'1110 1110 1101 1011 1011 1010 0110 0110 0101'",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.56991265469589e-05,5.69158752207044e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"'1111 1100 0111 0111 0111 0111 0011 0011 0000'",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.11497367847242e-05,5.39529267535395e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"'1111 1101 1100 0111 0111 0101 0101 0100 0100'",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.11497367847242e-05,5.39529267535395e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"'1111 1101 1100 1011 1001 1000 0011 0001 0000'",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.11497367847242e-05,5.39529267535395e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"'1111 1110 1100 0111 0110 0100 0011 0010 0000'",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.11497367847242e-05,5.39529267535395e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"'1111 1111 1100 0111 0101 0100 0011 0001 0000'",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.11497367847242e-05,5.39529267535395e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"'1111 1111 1100 1011 1011 1000 0011 0011 0000'",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.50181917058107e-05,5.64548904277245e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"'1111 1111 1111 1100 1011 1000 0011 0011 0000'",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.11497367847242e-05,5.39529267535395e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"'1111 1111 1111 1101 0111 0101 0011 0001 0001'",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.11497367847242e-05,5.39529267535395e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"'1111 1111 1111 1101 1100 1000 0011 0001 0000'",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.11497367847242e-05,5.39529267535395e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"'1111 1111 1111 1101 1100 1100 0011 0001 0000'",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.11497367847242e-05,5.39529267535395e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"'1111 1111 1111 1110 1110 1110 1110 0111 0000'",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.11497367847242e-05,5.39529267535395e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"'1111 1111 1111 1111 1000 0111 0011 0011 0000'",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.11497367847242e-05,5.39529267535395e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"'1111 1111 1111 1111 1100 1100 0011 0011 0000'",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.11497367847242e-05,5.39529267535395e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0001000100010001,0,0,0
