"State","Avg","Std"
"'0000'",0.380866121873208,0.0147730597841836
"'1100'",0.174330953768123,0.00717957048463787
"'0011'",0.165505699343497,0.0065393716945088
"'1111'",0.129590720809656,0.00405655935746979
"'0001'",0.0253635506808486,0.00161363169953524
"'1000'",0.0238633899435854,0.00234696134540076
"'0010'",0.0177597032719175,0.00102132627939244
"'0100'",0.0165885288618794,0.00130136864748103
"'1101'",0.0159679779525697,0.00119461107450746
"'1011'",0.0148646614169742,0.001297621890746
"'1110'",0.0143424585930766,0.00119543005918498
"'0111'",0.0131907523269297,0.0010787406092974
"'1010'",0.00310111211395126,0.000549231871773624
"'0101'",0.0030466099980967,0.000493280006079126
"'1001'",0.000931072742353043,0.000243644184171599
"'0110'",0.000686686303333563,0.000251305847212728
