"State","Avg","Std"
"'0101'",0.395884153187301,0.00648380552047373
"'1010'",0.372356791405604,0.00403254872445063
"'1001'",0.0544449509612351,0.00328130674792258
"'1101'",0.0468779252911021,0.00220307045682193
"'1011'",0.0459404401219314,0.00166223376812596
"'0111'",0.0215610323787291,0.00125641828121088
"'1110'",0.0190426751097801,0.00167390860312229
"'1111'",0.0173163569889265,0.00120382924624762
"'0110'",0.0159967255517777,0.0010062381912457
"'0010'",0.00325262517459393,0.000489905778912146
"'0100'",0.00276060343025203,0.000615748003754348
"'1000'",0.00160039688132759,0.000395512762993843
"'0001'",0.00155775780250386,0.000327269247638969
"'0011'",0.000619593401358373,0.000255973845289316
"'0000'",0.000438589641279566,0.000233194021952174
"'1100'",0.000349382672297068,0.000250862189847701
