"State","Avg","Std"
"'0000'",0.354146584853023,0.0171284778398096
"'1111'",0.134257891958578,0.00449902334150604
"'0011'",0.102489338419438,0.00407142935324614
"'1100'",0.101159425740923,0.0060768440057582
"'1000'",0.0807708453560094,0.00332790404827824
"'0001'",0.0806003490426753,0.0042339102489175
"'0111'",0.0474354749662448,0.00281139348255177
"'1110'",0.0453561417773791,0.00256502855876586
"'1010'",0.0102016785752553,0.000979951515583244
"'0101'",0.0101670557703481,0.000994618312933216
"'1011'",0.00937243270619155,0.000885582694843424
"'1101'",0.00819449716917021,0.00124107602108131
"'1001'",0.00567495100815119,0.000590929428552963
"'0010'",0.00476220583976014,0.000787301978678397
"'0100'",0.00459854996614672,0.000710908710990262
"'0110'",0.000812576850706624,0.00028940669972335
