"State","Avg","Std"
"'0000'",0.283774914377632,0.00717476100048753
"'1111'",0.226954245733489,0.0064108427162869
"'0011'",0.167227503740823,0.00517254250660408
"'1100'",0.164323682543082,0.0049676479191233
"'0111'",0.0235440408644392,0.00129763674188619
"'1110'",0.020939258039153,0.00227500745569946
"'0100'",0.0188047678499162,0.00104111670394105
"'0010'",0.0186977288723964,0.00183211194767007
"'1011'",0.0175168444321494,0.0014739832430328
"'0001'",0.01664413218395,0.000739080331763079
"'1000'",0.0166032260649406,0.00122016986908738
"'1101'",0.0162298153243747,0.00119625204073744
"'0101'",0.00261884606243358,0.000427828852298152
"'0110'",0.00254100139308165,0.000398943614830688
"'1010'",0.00208818900959122,0.000371913944207276
"'1001'",0.00149180350854805,0.000315674841163703
