"State","Avg","Std"
"'1001'",0.22874426331522,0
"'1010'",0.143339056127835,0
"'0101'",0.142766856050684,0
"'0010'",0.103931980499637,0
"'0110'",0.103882372364221,0
"'0100'",0.102440244024402,0
"'1101'",0.056955576510032,0
"'1011'",0.0565619260338732,0
"'1110'",0.0162638882935913,0
"'0111'",0.0160079500013493,0
"'1111'",0.014367706611931,0
"'0011'",0.0054011353516304,0
"'1100'",0.00462185107399629,0
"'1000'",0.00208298607638542,0
"'0000'",0.00151459590403485,0
"'0001'",0.00111761176117612,0
