"State","Avg","Std"
"'1100'",0.37500554756553,0.00506847983434982
"'0011'",0.362295341603717,0.00382453761987893
"'1111'",0.0849905676722545,0.00276357747848634
"'0000'",0.054890072869656,0.00227932002442066
"'1101'",0.0340880215313892,0.00137068811104661
"'1011'",0.0328297265209717,0.00127758949478259
"'0010'",0.00992339555469761,0.00125073960155121
"'1110'",0.00926590169085249,0.000888058029696006
"'0111'",0.00894548950562012,0.000895236480444376
"'0100'",0.00811815934944752,0.00120338235040638
"'1000'",0.00683765843145266,0.000552204308278848
"'0001'",0.00658562932898206,0.000564719541801006
"'1001'",0.0031406230055567,0.000639889685870828
"'0110'",0.00120585248819983,0.000370572701267454
"'1010'",0.000960484266741592,0.00016407557436109
"'0101'",0.000917528614930388,0.000331770536712868
