"State","Avg","Std"
"'0000'",0.474342500867869,0.0128775093302448
"'1111'",0.302539451873816,0.00559879753784248
"'1100'",0.0536960405505181,0.00219819633686753
"'0011'",0.050641703965925,0.00184667985775965
"'0001'",0.0303232112933358,0.00168216651492666
"'1000'",0.0299765079729427,0.00202449990653726
"'0111'",0.015832563207023,0.00139408616859038
"'1110'",0.0156605827499061,0.000981608483493577
"'0010'",0.0055423848225388,0.000766986527153407
"'0100'",0.00473093321777322,0.000638929938334471
"'0101'",0.00400564033163011,0.000548593055796867
"'1010'",0.00393616119648043,0.000649777823185631
"'1101'",0.0039097002432495,0.000575220100312022
"'1011'",0.00385297728639092,0.000594188257228921
"'1001'",0.00092368478055868,0.000290952643438414
"'0110'",8.59556400421158e-05,8.20029729782163e-05
