"State","Avg","Std"
"'1010'",0.399237278404867,0.00944237843038
"'0101'",0.39906531111922,0.00934205756399405
"'0000'",0.0875458032749602,0.00205806138313736
"'1110'",0.011343965399632,0.000967540506178563
"'1111'",0.0112499036164121,0.000588928579042031
"'1011'",0.0109359886941451,0.000710596116493317
"'1101'",0.0107407909326526,0.00142513487904095
"'0111'",0.0105418888455695,0.00082758834244888
"'0001'",0.0101432453773375,0.000668963981801564
"'0010'",0.00993520104819661,0.000929180423378017
"'0100'",0.00989873164733845,0.00101286720616146
"'1000'",0.00938797468156277,0.000667947011104294
"'1001'",0.00928211074445347,0.000885701997224244
"'0110'",0.00903985641148997,0.000576971739585576
"'0011'",0.000834736735471021,0.000275392033112664
"'1100'",0.000817213066692318,0.000220265408638482
