"State","Avg","Std"
"'1100'",0.461217369456598,0.0030656097733761
"'0011'",0.448223703846369,0.00337783968677995
"'1110'",0.0121606225733905,0.000925470401366822
"'1111'",0.0110084056037174,0.000677737676352499
"'0111'",0.0107496220312427,0.000891127182664491
"'1011'",0.0105888276460238,0.000484561338282685
"'1101'",0.0105366562396267,0.000404386983544625
"'0000'",0.0100428980862615,0.000469512533559907
"'1001'",0.00466959034403559,0.000487015012404722
"'0010'",0.00418509103476712,0.000291926056238278
"'0100'",0.00406335509584646,0.000632076634051534
"'0110'",0.00396573402560452,0.000305871473215487
"'0001'",0.00340092907035806,0.000337697865357536
"'1000'",0.00319903577606491,0.00023898002639411
"'0101'",0.00121538849331003,0.000221472850304458
"'1010'",0.000772770676782956,0.00015159618279422
