"State","Avg","Std"
"'0000'",0.516550437841896,0.0100831564700086
"'1111'",0.403522814879055,0.00762030931985949
"'1010'",0.010789297819746,0.000806716133648891
"'0011'",0.010238627238066,0.000927466479957294
"'0101'",0.0100299452665403,0.000623515919814439
"'1100'",0.00992210295408402,0.000700344006948703
"'0100'",0.00587013275111279,0.000660567713516994
"'1000'",0.00580413159555956,0.000518519079888818
"'0010'",0.00548651773835998,0.000603134668903124
"'0001'",0.00466550987940738,0.000575675536309496
"'0111'",0.00440598402910925,0.000513103666189216
"'1011'",0.00437105724919917,0.000574153819960385
"'1101'",0.00413048447074836,0.0009536763073473
"'1110'",0.00410622069632532,0.000503485318059036
"'1001'",7.12211227433753e-05,6.96851234285097e-05
"'0110'",3.55144680479063e-05,5.90996471850247e-05
