"State","Avg","Std"
"'1001'",0.245470573180069,0.00789705478825506
"'0101'",0.209351337972426,0.00890654357639314
"'1010'",0.208510038219383,0.00587666500456747
"'0110'",0.0966883520219103,0.00563216250389045
"'1101'",0.0521736831896198,0.0017273293881702
"'1011'",0.0498252854956842,0.00283796836143914
"'1110'",0.0467345805112097,0.00195066128940656
"'0111'",0.0433306564691265,0.00191067627561719
"'1111'",0.016609293100363,0.00176549771434231
"'0001'",0.00747215443845101,0.00128797037673366
"'1000'",0.0072073022549339,0.000821994929157153
"'0100'",0.00692575167270325,0.000689044795995558
"'0010'",0.00654860847539375,0.000983965597316335
"'0011'",0.001437007348151,0.000305383034541641
"'1100'",0.0013255052204414,0.000467455996824749
"'0000'",0.000389870430133911,0.000182860715560199
