"State","Avg","Std"
"'0011'",0.40197558078573,0.00574922332706695
"'1100'",0.399232167304817,0.00583920404246397
"'0000'",0.0850968505830185,0.00124176383715561
"'1111'",0.0117358512700612,0.000755658131642923
"'1101'",0.011208944136151,0.000761859045673194
"'1110'",0.0105462441236495,0.000601970993082911
"'0010'",0.0105377658696912,0.000549934381181075
"'0001'",0.0104426317601006,0.000685214287895889
"'1000'",0.00997197932532622,0.000521508209755951
"'0100'",0.00977389242899741,0.000832403369941425
"'1011'",0.00972001607352851,0.00122505843702164
"'0111'",0.00969945900600796,0.000823945476262087
"'0110'",0.00947299716064236,0.00130698040707816
"'1001'",0.00892666493886263,0.000655343060272364
"'0101'",0.000868880711105759,0.000147738507432657
"'1010'",0.000790074522310114,0.000270854124695368
