"State","Avg","Std"
"'0000'",0.0546666666666667,0.00492160768674447
"'0001'",0,0
"'0010'",0.0633333333333333,0.00449691252107735
"'0011'",0.259666666666667,0.0151730755689881
"'0100'",0.0623333333333333,0.00917726659862415
"'0101'",0,0
"'0110'",0.0696666666666667,0.00205480466765632
"'0111'",0,0
"'1000'",0,0
"'1001'",0.0586666666666667,0.00449691252107735
"'1010'",0,0
"'1011'",0.0626666666666667,0.00449691252107735
"'1100'",0.239666666666667,0.0154344492037203
"'1101'",0.0613333333333333,0.00946338
"'1110'",0,0
"'1111'",0.068,0.00535412613473634
