"State","Avg","Std"
"'0110'",0.189199999999995,0.00353930313291528
"'1010'",0.188799999999996,0.00651204013091576
"'1001'",0.188499999999996,0.00363593179253917
"'0101'",0.188166666666662,0.00111155546670208
"'0100'",0.0619666666666674,0.00160485374896148
"'0010'",0.0616666666666674,0.00143836326735947
"'1101'",0.0612666666666674,0.000684754619472491
"'1011'",0.060433333333334,0.00144299072146093
"'0000'",0,0
"'0001'",0,0
"'0011'",0,0
"'0111'",0,0
"'1000'",0,0
"'1100'",0,0
"'1110'",0,0
"'1111'",0,0
