"State","Avg","Std"
"'0101'",0.190499999999995,0.00328937684067934
"'0110'",0.189533333333329,0.00123917535302927
"'1001'",0.189399999999995,0.00323213036040695
"'1010'",0.186766666666662,0.0020336065390224
"'0010'",0.0628333333333341,0.00106249183003398
"'0100'",0.0614666666666674,0.00196015872373194
"'1011'",0.0603666666666674,0.000956846672960516
"'1101'",0.059133333333334,0.00110252236056945
"'0000'",0,0
"'0001'",0,0
"'0011'",0,0
"'0111'",0,0
"'1000'",0,0
"'1100'",0,0
"'1110'",0,0
"'1111'",0,0
