"State","Avg","Std"
"'0000'",0.0683333333333333,0.0016996731711976
"'0001'",0.0716666666666667,0.00478423336480244
"'0010'",0.0626666666666667,0.0024944382578493
"'0011'",0.0586666666666667,0.00825967446224265
"'0100'",0.0576666666666667,0.00740870359029763
"'0101'",0.0586666666666667,0.00385861230093008
"'0110'",0.061,0.00408248290463863
"'0111'",0.069,0.000816496580927727
"'1000'",0.0583333333333333,0.00679869268479038
"'1001'",0.0633333333333333,0.00910433352249842
"'1010'",0.0613333333333333,0.00928559218478945
"'1011'",0.0646666666666667,0.00385861230093008
"'1100'",0.062,0.00454606056566195
"'1101'",0.0586666666666667,0.00249443825784929
"'1110'",0.063,0.00432049379893858
"'1111'",0.061,0.00216024689946929
